image_paths,cluster,dist
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__31800_65200.tif,8,94
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__30800_48400.tif,34,135
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__9200_34400.tif,1,83
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__15400_19400.tif,23,125
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__400_25000.tif,0,109
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__30000_23800.tif,7,65
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__8200_19200.tif,29,152
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__14400_34200.tif,32,192
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__17800_32600.tif,19,225
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__17800_4400.tif,28,184
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__18600_2800.tif,15,82
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__31000_51000.tif,34,155
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__22200_58400.tif,3,51
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__7600_55400.tif,4,59
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__400_2000.tif,14,97
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__36600_54600.tif,24,213
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__38200_35600.tif,38,137
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__24000_8000.tif,14,113
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__13200_31400.tif,35,218
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__39200_18000.tif,12,71
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__28600_53600.tif,49,218
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__3600_60800.tif,1,103
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__2600_12000.tif,31,186
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__34000_16400.tif,11,129
/jupyter-nfs/data/Liberia/tiles20161121/mon_20161121__13800_58400.tif,5,54
