image_paths,cluster,dist
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__33600_48200.tif,2,86
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__20400_41600.tif,32,141
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__8000_48200.tif,23,147
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__31200_57200.tif,1,62
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__15600_40800.tif,14,90
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__14600_32000.tif,32,154
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__31400_800.tif,29,113
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__6400_29200.tif,27,75
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__13000_37600.tif,0,97
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__24600_29800.tif,28,114
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__35800_54000.tif,5,69
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__38000_33400.tif,13,71
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__36400_52400.tif,11,88
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__34800_26800.tif,35,185
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__200_7200.tif,9,71
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__17400_27600.tif,27,149
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__4600_11200.tif,3,59
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__19000_19800.tif,15,81
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__20200_39800.tif,32,110
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__400_18400.tif,15,115
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__32000_42400.tif,19,71
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__10400_1000.tif,35,133
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__19000_46600.tif,18,70
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__14800_21200.tif,7,70
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__35600_47200.tif,20,139
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__11200_50800.tif,9,68
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__3000_14400.tif,7,74
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__10200_22000.tif,15,91
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__26400_11800.tif,23,102
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__2000_39200.tif,0,72
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__25800_48200.tif,5,76
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__13600_10600.tif,24,100
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__39600_39200.tif,20,109
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__38600_14400.tif,6,76
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__24000_51600.tif,16,99
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__29800_36200.tif,10,93
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__3800_20600.tif,9,65
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__37200_58200.tif,7,79
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__23600_54000.tif,13,117
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__32800_29800.tif,22,91
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__9600_42400.tif,22,123
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__7200_23400.tif,9,82
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__14000_15000.tif,43,173
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__22600_26800.tif,32,148
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__15000_38600.tif,12,102
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__32200_40800.tif,0,71
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__16600_57200.tif,1,51
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__5400_61600.tif,3,65
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__18200_36200.tif,40,114
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__600_45600.tif,4,94
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__21000_16200.tif,0,76
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__33200_32000.tif,33,90
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__3200_16800.tif,3,84
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__26600_13400.tif,14,87
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__34400_37600.tif,30,82
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__3200_49600.tif,1,61
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__37800_31200.tif,2,76
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__4000_200.tif,5,69
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__11000_52400.tif,9,62
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__11800_39800.tif,17,76
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__12400_60200.tif,21,76
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__38400_49600.tif,9,72
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__1600_56600.tif,15,73
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__9800_8400.tif,13,82
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__36000_28600.tif,29,109
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__25200_21200.tif,36,140
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__38400_16800.tif,26,127
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__7000_21800.tif,9,63
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__8400_32000.tif,24,95
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__20800_50800.tif,13,84
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__22400_24400.tif,41,139
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__32600_2800.tif,17,79
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__14200_48200.tif,9,79
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__6000_2400.tif,22,111
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__21800_22000.tif,36,132
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__6000_53000.tif,42,143
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__9400_40800.tif,18,92
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__26000_34400.tif,35,169
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__1800_45400.tif,1,55
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__3400_31800.tif,12,82
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__27000_19200.tif,19,98
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__38200_3200.tif,10,85
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__34200_10600.tif,14,85
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__10600_58200.tif,27,113
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__2400_43000.tif,23,99
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__28400_55400.tif,9,89
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__30800_13400.tif,32,117
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__5200_46600.tif,25,96
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__21600_31200.tif,38,140
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__18400_11200.tif,0,68
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__32400_38600.tif,4,80
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__33400_15000.tif,18,86
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__5200_19800.tif,7,73
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__8200_15000.tif,26,128
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__16800_44000.tif,48,222
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__9200_38600.tif,30,95
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__30000_27600.tif,2,81
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__7600_59600.tif,23,117
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__800_56400.tif,10,77
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__15400_42400.tif,1,76
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__17800_8600.tif,0,91
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__17800_36800.tif,12,79
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__36600_50800.tif,16,94
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__39200_43000.tif,2,65
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__12200_47200.tif,21,76
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__18000_2600.tif,13,83
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__24000_4200.tif,17,111
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__37600_22000.tif,11,73
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__38200_31800.tif,28,107
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__42000_44800.tif,18,103
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__43000_36000.tif,20,164
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__44800_8000.tif,21,93
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__44600_33600.tif,2,55
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__6800_1600.tif,36,112
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__41400_29000.tif,5,56
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__40400_600.tif,2,73
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__45000_39000.tif,0,74
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__44000_14600.tif,29,148
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__18800_1400.tif,23,98
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__17600_7800.tif,33,94
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__24800_7000.tif,33,96
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__43600_11000.tif,11,73
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__40200_23600.tif,16,78
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__3200_6000.tif,3,59
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__44800_20400.tif,48,219
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__15000_9800.tif,17,108
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__44200_49400.tif,16,87
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__29600_3000.tif,43,145
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__42400_61400.tif,30,86
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__40800_15800.tif,15,97
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__15600_5400.tif,33,82
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__41000_53200.tif,15,75
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__35400_4000.tif,21,86
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__43400_1600.tif,29,138
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__1400_8000.tif,6,65
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__42200_46400.tif,5,86
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__45400_43200.tif,30,90
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__40600_59400.tif,12,77
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__14200_25800.tif,1,49
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__22400_16000.tif,1,76
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__600_2200.tif,29,119
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__30600_32200.tif,33,103
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__21800_10400.tif,18,105
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__6000_61400.tif,30,91
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__15200_57000.tif,9,65
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__39400_56400.tif,19,109
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__12400_52600.tif,1,70
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__11800_54200.tif,36,89
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__25200_13600.tif,0,73
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__37000_37400.tif,4,116
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__35400_28400.tif,23,144
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__10000_12800.tif,13,82
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__29200_32800.tif,31,188
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__26600_21000.tif,28,92
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__43800_7400.tif,6,60
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__28200_40000.tif,26,94
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__27600_53800.tif,16,95
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__2200_56400.tif,9,77
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__11000_60000.tif,15,80
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__17600_48000.tif,7,74
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__35800_2200.tif,29,103
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__5400_53200.tif,42,116
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__6800_55600.tif,11,73
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__21000_24600.tif,33,109
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__19200_29000.tif,3,73
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__13200_58000.tif,9,76
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__30200_5400.tif,8,106
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__1000_43200.tif,41,161
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__26800_32200.tif,4,80
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__25400_34600.tif,28,109
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__4400_5800.tif,13,63
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__24400_19000.tif,23,108
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__37600_10400.tif,18,83
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__22200_31000.tif,42,125
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__4200_9400.tif,9,80
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__8200_27400.tif,9,83
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__31000_38400.tif,12,81
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__30000_15200.tif,12,80
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__30400_9800.tif,15,45
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__6600_46400.tif,38,106
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__23200_43800.tif,0,78
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__4200_59400.tif,18,91
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__15600_0.tif,13,75
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__30800_21000.tif,11,77
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__16000_42600.tif,7,61
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__23800_8400.tif,2,66
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__18400_23600.tif,1,58
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__33400_27400.tif,41,120
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__31800_53800.tif,15,85
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__10000_4000.tif,35,124
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__29400_15800.tif,4,76
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__10600_35800.tif,10,87
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__34200_22200.tif,2,88
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__11600_47000.tif,23,144
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__6400_7400.tif,7,68
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__37400_12800.tif,21,67
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__12000_28400.tif,1,55
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__36400_60000.tif,34,187
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__32200_7800.tif,39,112
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__24600_44200.tif,4,111
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__9000_57000.tif,1,56
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__4800_30400.tif,24,129
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__30200_48000.tif,20,99
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__6400_44800.tif,1,72
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__23000_41400.tif,21,89
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__8000_25800.tif,16,99
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__7400_36000.tif,0,63
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__17200_32200.tif,7,91
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__22800_58000.tif,29,105
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__5000_29000.tif,21,70
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__33600_25800.tif,22,88
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__32600_57000.tif,8,98
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__19600_53200.tif,16,85
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__35000_52600.tif,8,113
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__38800_35200.tif,31,158
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__39800_18400.tif,25,108
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__13800_31000.tif,38,106
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__29600_17400.tif,14,77
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__10400_37400.tif,10,78
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__12800_43800.tif,30,101
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__31400_42600.tif,20,119
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__18800_32800.tif,32,139
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__24400_1200.tif,23,97
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__18400_7600.tif,18,71
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__7200_11000.tif,7,75
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__19800_40000.tif,0,77
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__14000_27400.tif,23,125
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__32800_44200.tif,4,79
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__13600_22200.tif,19,86
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__38600_26000.tif,2,66
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__37200_35800.tif,10,106
/jupyter-nfs/data/Liberia/rural/southeast_tiles/Sanniquellie_SE__1400_39000.tif,0,50
