y_score,y_test
2.777088492087717e-20,0
2.378274916259611e-19,0
9.961805730204643e-21,0
4.729165247039276e-19,0
1.6119478800081875e-18,0
7.89344064876816e-18,0
1.6831076820396853e-15,0
2.541989068619701e-15,0
2.3814882557134134e-14,0
6.3123549221199344e-18,0
6.652431292362527e-15,0
2.3740929482187345e-19,0
2.56011306995608e-16,0
2.221822762905392e-18,0
5.313015326692875e-17,0
1.5693442456052576e-13,0
1.2319672189112838e-17,0
5.405410108523744e-17,0
3.9360823893603234e-20,0
5.1429528610943023e-17,0
7.348017564733237e-15,0
1.4918197603696446e-18,0
3.0580181317624823e-16,0
2.5259741446812464e-17,0
2.0857589080122273e-16,0
1.3720414855050214e-18,0
3.771424446294166e-19,0
3.354256422131261e-19,0
1.4985042521636067e-14,0
4.830557824510234e-19,0
3.3437323602427343e-18,0
5.997310252567817e-18,0
5.611777192052213e-19,0
1.0053616780124827e-18,0
1.311848340629366e-15,0
4.80456106875501e-15,0
2.4190509306840166e-20,0
8.584850688024083e-11,0
1.744955211543853e-15,0
1.3721444519995107e-18,0
1.0186971775960934e-20,0
4.473862780970212e-20,0
4.521314381428505e-19,0
9.103911524208804e-16,0
3.649299049494282e-16,0
1.05169303823949e-15,0
4.0952518605574996e-23,0
1.4057902794348185e-15,0
4.666229969389824e-18,0
1.6815353500355518e-19,0
2.2552768075764537e-15,0
7.582808571114918e-19,0
6.126281176230914e-21,0
1.6001016776768974e-13,0
2.9760425213669363e-15,0
3.179915369848673e-17,0
5.3155596612896985e-12,0
3.2604485699831943e-13,0
8.075939785201346e-15,0
5.6651508281686e-17,0
6.821322294258351e-17,0
3.9306628730974254e-14,0
5.612169315431471e-19,0
0.999578732713876,1
1.9208967247185512e-17,0
1.8845377229410673e-12,0
1.039825207329549e-18,0
3.3639410382639912e-18,0
4.8067492829851334e-17,0
1.6167210961277636e-18,0
7.682290960643924e-17,0
3.08838109695889e-21,0
6.4185763839463325e-18,0
1.650434142838775e-20,0
4.119927878341249e-11,0
4.960336043804928e-18,0
1.1849268497494333e-16,0
9.005142568673636e-19,0
1.0222657925800302e-13,0
2.0920879319269156e-20,0
1.5384276971444795e-18,0
2.103829923840653e-17,0
8.488761006082193e-19,0
8.880875390324671e-14,0
4.919870252904891e-19,0
6.197619096903946e-21,0
7.53676453260145e-20,0
6.933206603164019e-19,0
2.91352645717266e-17,0
3.947054054992148e-17,0
2.721695882732266e-18,0
5.935767995314107e-25,0
2.7050186352856255e-19,0
7.331779786893353e-18,0
3.5543972552023485e-18,0
1.8940639599519563e-15,0
3.671738444528767e-17,0
2.968011107520915e-19,0
1.1541317090470055e-14,0
6.470448776701574e-17,0
4.891445870702491e-17,0
3.905129269602293e-16,0
1.429609229514313e-18,0
3.771743629730481e-16,0
1.0109532547157655e-17,0
0.0023681617210150156,0
3.1885336724740164e-19,0
1.3621822075939847e-13,0
3.3972528288975282e-15,0
5.808923623192473e-17,0
2.845915202167673e-17,0
7.501995495775061e-22,0
1.429765180930715e-17,0
5.2534896447389065e-18,0
1.3110007278983402e-17,0
9.999737580109757e-20,0
1.1647255821931022e-14,0
5.674890063162028e-16,0
4.77451769451127e-19,0
1.0240187027460275e-16,0
2.291546567868457e-12,0
1.783848231318468e-18,0
1.3727899000096433e-16,0
1.1080801141824964e-13,0
1.0177284275365618e-18,0
1.0420738622552226e-11,0
6.739036600881682e-18,0
6.83820335267131e-17,0
1.9232310782304e-16,0
1.4787664808193066e-15,0
3.1977678760787463e-19,0
1.8601534764536425e-16,0
3.8947066964554857e-19,0
5.945644612125997e-22,0
1.856997993343289e-19,0
4.547512127283302e-18,0
1.0712100296759179e-18,0
4.49324744890475e-16,0
5.209553151071311e-17,0
2.2932383353807697e-14,0
1.316051344628061e-17,0
1.563470617144757e-19,0
6.888439749972038e-16,0
1.424834769743279e-17,0
3.2764419256494597e-20,0
4.0140848557762516e-21,0
8.831784131098586e-20,0
1.1436063623236866e-15,0
2.6718777920122496e-19,0
2.4739122846684483e-17,0
9.12903066469868e-13,0
8.909247953568068e-20,0
1.2272268220556288e-16,0
2.3116475020851277e-18,0
6.336694215592789e-17,0
7.078272436098994e-16,0
5.677285994113515e-10,0
8.347734828380328e-18,0
1.1957646522928928e-19,0
6.4169199733806965e-16,0
1.0031999088985314e-19,0
1.096981658358341e-15,0
5.051186151678664e-19,0
1.6014753173183798e-15,0
2.8941182591100577e-17,0
9.194949444879705e-16,0
4.865036836950424e-19,0
4.7909864974937995e-18,0
5.701830620832003e-17,0
4.100887930323328e-18,0
1.7903266956038423e-13,0
4.855959115400693e-16,0
3.547301019270666e-19,0
3.2994877924457906e-18,0
5.1339385954931836e-20,0
7.531151345163907e-17,0
1.1706735040317728e-20,0
4.725074777313765e-18,0
9.159801880789837e-21,0
1.1149976553307833e-17,0
6.299268631147606e-17,0
8.358190121122716e-17,0
4.880090415593315e-19,0
5.2107347104493406e-17,0
1.032560657191981e-19,0
1.9858719728872974e-13,0
2.3565379324332874e-18,0
8.79882741404938e-17,0
7.572054829008032e-16,0
3.202179605973477e-17,0
2.39125665674298e-19,0
0.00039351860495919194,1
2.6701216875382133e-17,0
6.995131559046083e-20,0
1.032730028182076e-17,0
3.166654035992815e-16,0
1.2319987578150631e-16,0
1.0816992144217464e-19,0
2.9256844998620064e-18,0
3.429750624320825e-11,0
4.5369344353499614e-17,0
1.9455425513062406e-12,0
9.683909499318605e-14,0
1.904709055502199e-19,0
3.910138247684161e-15,0
9.729463546617347e-15,0
5.9663103092039736e-18,0
3.431611969836819e-21,0
1.2890635436887403e-15,0
9.901088312840268e-16,0
1.3949056252439378e-09,0
2.4229575013688597e-14,0
1.0725636298185107e-13,0
6.115436042865462e-13,0
3.5534192423072424e-14,0
4.4327136661965524e-16,0
9.553599212616227e-19,0
9.972995563563303e-19,0
4.276156322695477e-16,0
2.92135266801417e-20,0
7.197982769981124e-21,0
7.565422701406088e-15,0
2.9197698091099158e-15,0
3.5891874180531524e-20,0
2.096596228525818e-21,0
2.906509580311119e-10,0
5.585102521442686e-21,0
1.6405941380474944e-19,0
1.8041118580983883e-20,0
1.4505849997905076e-13,0
4.496969899689392e-19,0
8.973246160161687e-19,0
1.9826821036163377e-18,0
1.3219898974816118e-16,0
4.0883277254388037e-19,0
1.7843177503685167e-18,0
1.6423548550683904e-15,0
2.147207359225613e-19,0
1.3415029716231991e-20,0
3.9881747126569653e-17,0
1.8523386988472854e-09,0
7.58705880194361e-15,0
1.3906798076570714e-13,0
3.8425560758225474e-18,0
3.7952962582933214e-17,0
3.914174520653256e-19,0
2.0237610136273186e-13,0
4.2549018071091565e-20,0
4.2332730629459385e-18,0
3.8243650771430398e-28,0
6.589876767475825e-14,0
8.081203150699654e-17,0
9.664552473588213e-23,0
4.444990361031451e-20,0
1.3146522664698276e-14,0
1.8951593722471834e-15,0
1.4774103752804625e-19,0
3.084103331253668e-18,0
9.376139834014057e-18,0
6.631020374826637e-13,0
3.923059207210687e-15,0
1.0604791543417682e-14,0
7.907250686543405e-22,0
1.0403356432768489e-16,0
1.590935197696838e-18,0
2.28155324873719e-18,0
3.8088884216357005e-15,0
2.32853858977532e-13,0
3.829338009360195e-08,0
1.3139595251288836e-19,0
3.604051491681889e-19,0
5.919076461589613e-21,0
1.457179564553534e-10,0
5.4464089715362165e-21,0
6.102722820925922e-16,0
1.9061755797453984e-12,0
4.1458221841378314e-15,0
1.406857673664678e-20,0
5.85151503101592e-17,0
3.321911688675479e-16,0
6.334359322559978e-19,0
1.3687598771039059e-12,0
5.477587041063218e-20,0
4.465286153196591e-20,0
8.006251544079504e-19,0
5.490704159241932e-20,0
1.193719053282474e-19,0
2.2470208868476154e-18,0
4.9710449889302177e-14,0
1.2890413244762707e-17,0
3.545003454014429e-21,0
3.903366430915381e-15,0
1.9179797687992463e-17,0
5.5325994650485734e-15,0
1.1446710411145547e-18,0
1.5196684220962395e-15,0
4.295814974866494e-22,0
1.6863007787961634e-16,0
7.190999045149241e-20,0
3.237607953135468e-20,0
1.7043741695386226e-17,0
5.93766392062829e-19,0
3.185617609579381e-15,0
1.3950237417165058e-18,0
3.841741924942637e-19,0
2.12862146702528e-18,0
5.750846484368373e-17,0
3.738606254057217e-23,0
1.2814638995967728e-16,0
5.946769479576745e-17,0
2.2971238927020864e-21,0
2.242579659268805e-19,0
1.3765181496673656e-17,0
2.7871740792638146e-19,0
6.185223265594398e-20,0
1.3873855303978495e-17,0
2.309055429022239e-16,0
4.9259827523602883e-17,0
1.4702638906284952e-15,0
1.360058088908466e-19,0
5.782481156777321e-17,0
3.61028046432035e-19,0
1.2066169534619969e-12,0
2.3922683617731153e-19,0
1.5524435735648666e-17,0
6.2329818227919294e-21,0
7.842687894540419e-16,0
1.773813150915012e-15,0
1.329805513382028e-17,0
1.6720098119545173e-16,0
5.255375678984625e-17,0
1.3198682353671202e-21,0
2.084201547362976e-16,0
6.607971389753971e-23,0
2.252622461222186e-21,0
2.065199258289194e-11,0
1.655803265340951e-17,0
1.0681306257789349e-18,0
5.37761873796905e-18,0
3.3111591634461655e-17,0
3.313724469439759e-23,0
1.0295485452438348e-13,0
7.186600127322017e-16,0
4.3452106182528493e-13,0
3.7277545334278715e-17,0
3.0801288603309667e-19,0
1.0545176740927938e-17,0
3.3116627785153746e-15,0
8.363130679179801e-19,0
2.1325701921627408e-20,0
3.3154051322719075e-18,0
6.072470160979865e-19,0
1.391271389413823e-18,0
9.39129924929381e-09,0
2.4223160181772993e-16,0
8.8750078029952e-15,0
1.942101925851969e-17,0
2.4458440704455507e-20,0
1.7902221939937667e-11,0
0.00017763663481126262,0
5.092202303448973e-23,0
7.379811627393667e-17,0
1.4048832899538262e-19,0
1.7699710025682964e-20,0
3.164795480227276e-14,0
5.990231123452677e-18,0
2.0498617642260706e-18,0
3.8275715149026707e-17,0
1.0144959946283467e-18,0
3.8507101188820175e-18,0
4.085195711560416e-17,0
1.1579260157298162e-18,0
1.1288609054706942e-17,0
9.108196349325896e-21,0
1.7476178999770767e-15,0
4.874190986986314e-18,0
1.175850376134864e-17,0
9.14262340380973e-16,0
1.6411061760056588e-14,0
1.0847065768909223e-20,0
2.0931031599704083e-11,0
2.4386611410338534e-17,0
4.472082491852058e-16,0
1.0413747180528714e-13,0
1.637770514206098e-13,0
3.4734799689085866e-19,0
2.2481845034024065e-15,0
2.2838970039067947e-17,0
2.579495073454552e-16,0
8.564764984855583e-06,0
5.283338854556385e-16,0
9.761476087232796e-19,0
4.879438466557721e-19,0
4.421335159261592e-18,0
1.3355066438725837e-20,0
6.904859181048506e-18,0
4.8021012356443014e-14,0
2.3378408684941764e-19,0
8.91571780355995e-19,0
2.7260470274411816e-16,0
6.463614298236122e-15,0
7.357507095367075e-13,0
6.641521496461686e-23,0
2.0935150363539674e-16,0
9.406807787702036e-21,0
5.9796060112617316e-18,0
2.3761072999512837e-18,0
8.27357232029552e-18,0
2.84179670224074e-15,0
9.735293158409478e-17,0
2.4258325375249363e-17,0
4.557886667046224e-18,0
7.166225653515154e-18,0
1.9770802404167437e-18,0
1.577139940087988e-18,0
1.9295266240297986e-12,0
4.355746801198717e-15,0
8.763288099703067e-17,0
6.226307132335711e-19,0
3.932465670941458e-18,0
1.0291765247606315e-17,0
1.4030492294523586e-17,0
2.885772538292754e-18,0
7.885908290092555e-16,0
4.5057143246349705e-17,0
1.8518563861472864e-22,0
4.2076395806204876e-19,0
3.2581472546456197e-18,0
2.7445064610547018e-17,0
7.422826938776612e-07,0
8.866530877072656e-18,0
3.239975962825653e-15,0
2.898768788234874e-15,0
6.660488525713479e-21,0
9.386474902505055e-19,0
3.967806068551781e-16,0
1.995037270289055e-16,0
2.131803792246776e-17,0
1.5511081324239182e-16,0
4.069285719777469e-18,0
2.8461620973475665e-21,0
7.064127520561537e-18,0
3.4151155794252012e-18,0
3.9176690865795084e-21,0
1.7616515181957115e-16,0
6.0842185820435e-17,0
3.5157852439343e-18,0
1.5961819121070165e-18,0
4.685878710610705e-21,0
1.930564833681464e-17,0
2.6224898308025527e-18,0
4.378886292453488e-20,0
3.375835184780222e-20,0
1.023436146311756e-21,0
5.0053938981812725e-15,0
6.488981114175452e-18,0
2.437234016673909e-10,0
1.4275718514813526e-17,0
2.309146479090527e-15,0
1.5470669860563558e-16,0
1.0239565826278403e-17,0
9.944641237297235e-15,0
3.1249587321258606e-21,0
9.035704040057069e-18,0
1.368323806058405e-18,0
7.99046156356905e-18,0
8.315270537702273e-19,0
1.1111417267292431e-18,0
1.2129242676856054e-15,0
8.907107610759105e-20,0
8.793602795241506e-17,0
1.621801028600774e-16,0
4.1436314882318634e-16,0
1.9349569761040308e-14,0
4.2392402832823486e-20,0
3.844013320122301e-18,0
6.06677718110234e-20,0
1.2567088471436527e-15,0
2.20880521945035e-20,0
5.761369543736002e-18,0
2.87175189520436e-17,0
7.06029116844286e-22,0
5.618041343846806e-13,0
5.350792221835745e-21,0
2.8147644265172597e-20,0
8.649645929849335e-19,0
3.689304493520922e-14,0
2.0887372501617786e-16,0
9.095581460884267e-23,0
2.4830958675816743e-18,0
1.7959811453047372e-15,0
1.3925830300846405e-11,0
4.9223363314851955e-14,0
5.557000443330453e-17,0
1.6777535791567204e-15,0
2.7056174194011615e-20,0
2.0119334549323047e-18,0
3.963464385472807e-18,0
9.349027883464095e-19,0
1.2840382760437323e-18,0
1.2752477680363258e-18,0
5.793149220899975e-16,0
1.5924984526635769e-18,0
9.357163986935433e-21,0
1.1521569331656988e-17,0
3.968486323166804e-19,0
1.1531560137484369e-14,0
1.3183441927007224e-17,0
1.4070155891910243e-14,0
1.192389720184976e-17,0
3.4600871444972983e-18,0
1.0145984409582268e-18,0
3.3500046997468806e-17,0
6.975237000260849e-16,0
3.009262245719276e-16,0
1.907695027014318e-19,0
3.925521774909824e-18,0
1.9348646048263932e-14,0
1.6920325144765903e-16,0
9.690897445069899e-15,0
4.703079220286229e-16,0
2.7686634554048732e-18,0
5.282266603979496e-18,0
1.7639166967027593e-17,0
3.1643346393247894e-20,0
9.46155714202171e-20,0
1.146605276729619e-19,0
5.489633187230903e-16,0
9.766039506719063e-19,0
3.4346558624184546e-10,0
9.190342948497888e-21,0
9.8563410171273e-16,0
2.737099907254526e-18,0
4.28286989028691e-18,0
2.3609664133515486e-19,0
1.0731756946402013e-19,0
1.4841301542305663e-19,0
5.3543098340482626e-18,0
9.304563553101756e-18,0
2.7577191007878934e-20,0
5.781468053708803e-14,0
1.2590295591128233e-16,0
6.1224290770482495e-19,0
1.9253820554262324e-18,0
7.259868966974516e-18,0
1.2730901984082598e-15,0
6.866013814592398e-18,0
1.3163537565702253e-19,0
5.880065835143765e-20,0
1.5199670344500432e-16,0
4.281057268721563e-20,0
2.324558847455062e-18,0
3.4198828638029236e-19,0
8.225057995769073e-17,0
2.4474228915195457e-17,0
2.9360097578907674e-09,0
1.6410246470798935e-16,0
4.915200909514527e-18,0
6.420573692910087e-15,0
2.398476579654402e-15,0
5.761743924804675e-19,0
1.0978581464778812e-18,0
2.1069327946269538e-17,0
3.527205577746261e-20,0
2.133170776861153e-20,0
6.11575566255497e-16,0
2.803464058321558e-16,0
1.0749495259992358e-15,0
2.0261966711113284e-18,0
4.0849878517619674e-21,0
9.734914953499761e-17,0
7.148868291009766e-18,0
1.3043815746378491e-20,0
4.628997761345409e-14,0
5.681260059821406e-23,0
1.0407040651415004e-18,0
1.8312966980564378e-17,0
4.0319121138170822e-19,0
1.7756160836147559e-15,0
1.7054271864096111e-19,0
1.634119232095218e-20,0
1.0570970569333835e-18,0
3.50828811607646e-19,0
7.881817777551462e-23,0
4.2434802788749966e-16,0
2.7138478334206126e-19,0
1.0550634538427055e-21,0
4.7399116001979686e-20,0
2.2574382124025255e-12,0
1.8052740275090596e-19,0
7.836559643540961e-17,0
4.3343414383224455e-14,0
2.65962013297129e-13,0
4.42301693474906e-17,0
1.1859149965665538e-21,0
1.2920675112456692e-11,0
6.821068119546845e-19,0
1.628248435302113e-19,0
9.06067776329133e-20,0
6.188293304490115e-13,0
8.669580152728828e-18,0
0.9999999999999993,1
9.561341066645152e-22,0
7.521556081735478e-18,0
4.798591440564847e-20,0
1.2389461802551807e-18,0
1.679828804997873e-18,0
2.7682338320446887e-19,0
4.586262794218062e-17,0
6.473550223505034e-18,0
5.0780733494516684e-18,0
5.771611277138003e-19,0
5.313129339016722e-20,0
7.584580913859593e-21,0
4.985498278197618e-20,0
2.724691753922316e-22,0
1.6083970612159134e-20,0
4.388617777464465e-17,0
6.662180668122292e-19,0
1.554140587411318e-20,0
2.6949818849200542e-20,0
7.204337565123802e-19,0
1.6243370384493086e-17,0
2.8243237184563466e-16,0
1.2544856298567516e-17,0
2.0215462079253035e-20,0
1.6333083850729068e-12,0
1.5099311681049802e-16,0
2.3099565248663003e-17,0
4.896914446636191e-12,0
4.767554318501725e-19,0
7.458007261204197e-16,0
4.0248294622127955e-15,0
1.743531464459309e-15,0
1.39245184441438e-17,0
2.7354572220737784e-18,0
3.759324889381347e-12,0
1.0844110151888887e-18,0
1.994092058210706e-19,0
8.715620694026881e-16,0
5.998684360963241e-22,0
2.7104475639111453e-18,0
9.666194068588896e-19,0
5.72264212216277e-14,0
1.0258810561177878e-19,0
1.468037265721564e-16,0
1.4439430176917016e-18,0
2.7150491685564275e-18,0
2.2001169582679356e-19,0
4.182057060778842e-11,0
1.0947902585577035e-16,0
3.0511270523145617e-19,0
3.2336695810623034e-18,0
1.4625178302478955e-19,0
1.8780431243717915e-17,0
7.801800793305278e-17,0
5.036812223342059e-14,0
1.0345286142080579e-20,0
8.779992032083282e-15,0
2.5637500419305837e-17,0
2.4908872230549212e-18,0
1.427411427099666e-14,0
3.960184309910944e-19,0
1.4003144323274677e-17,0
2.630813881996742e-20,0
3.460773944134411e-16,0
4.41019169943847e-20,0
1.0318634163999881e-18,0
2.150470684294557e-20,0
1.7153290455610741e-15,0
1.476756853397182e-18,0
2.9819322188523546e-20,0
1.445341660951159e-14,0
3.3139479507134786e-16,0
5.653230978620044e-08,0
2.483198184087319e-24,0
1.0886685595818126e-17,0
5.201189647648941e-14,0
1.477610349104873e-16,0
3.5595786738241003e-14,0
3.675218904324138e-16,0
1.0049527385090331e-08,0
5.007126190155069e-16,0
3.6879569665873974e-18,0
1.8284419512736563e-18,0
2.7818220018237167e-18,0
1.51521961988604e-14,0
1.219245759616104e-15,0
2.3413336620746666e-19,0
2.1657894774836793e-16,0
3.2404025547017334e-11,0
1.0569125369719483e-20,0
3.028687027222553e-19,0
8.53056817206071e-14,0
2.1076917755109807e-14,0
6.167253753567708e-17,0
1.6534277072483017e-14,0
6.109934299346635e-19,0
3.7398918297220054e-16,0
2.2378777351441454e-20,0
2.7051674030331424e-23,0
5.607306898620213e-18,0
1.8690656059935097e-16,0
2.177154174471948e-19,0
8.315391716087475e-18,0
1.619080749743644e-19,0
3.2276250193013974e-16,0
6.465912137468002e-12,0
9.769930590279435e-13,0
8.503863165326559e-18,0
2.8841027738948738e-21,0
5.41734054539719e-17,0
1.3216627697625065e-15,0
3.253553236846163e-20,0
1.0392212773362839e-16,0
2.2090995418789025e-19,0
5.356134739049417e-13,0
4.273970699753416e-20,0
4.015969269831129e-21,0
2.978648375883985e-14,0
7.975735302817917e-18,0
6.530246612840083e-10,0
1.0009712168148048e-14,0
3.690015292284776e-18,0
1.5567307508087187e-20,0
1.4721662902177683e-16,0
3.133725419173559e-12,0
3.4489282973300283e-16,0
3.63695086781184e-20,0
2.1236530188821023e-19,0
2.675494097688824e-14,0
1.0893227292140492e-20,0
3.969592019736035e-17,0
3.260332036614919e-12,0
1.262291303390215e-16,0
1.1622267576326304e-10,0
8.01755468571134e-09,0
1.2128915707518132e-19,0
6.254076160853478e-17,0
4.101938917602149e-18,0
3.931788757257519e-20,0
5.4337467383731125e-21,0
4.678601970527101e-15,0
3.799883704479019e-18,0
8.939527038954706e-19,0
1.8286589111384253e-20,0
4.2523993566669496e-21,0
1.3516170342649312e-18,0
1.828473996803009e-18,0
5.5703160212434e-19,0
6.075289950224741e-16,0
1.3282078190166882e-18,0
3.705710314043297e-07,0
2.1588305102313971e-16,0
2.0607298697574496e-18,0
2.0431405645828077e-13,0
1.3995556196118112e-19,0
1.3904538650764232e-18,0
2.738056678641241e-21,0
2.3875386533392145e-16,0
3.684208711132042e-15,0
9.111002645089374e-21,0
1.8145363104521463e-17,0
1.2116942355782664e-17,0
6.612408881925247e-18,0
1.6685427564895972e-15,0
1.5356540423474746e-20,0
5.986440810517836e-16,0
7.683991104000955e-18,0
1.1795925059686012e-14,0
2.246923382271967e-19,0
1.725334631133226e-20,0
2.25817909218628e-18,0
1.9901222732278468e-19,0
1.1135445600695303e-20,0
4.866350556786747e-22,0
8.632567530648422e-20,0
1.7069287936098926e-12,0
1.953044744007555e-16,0
3.7547327472236167e-14,0
1.9671174300392497e-20,0
1.5757817910349035e-17,0
6.608965249462149e-18,0
2.338937424514139e-16,0
8.729080953918791e-21,0
7.674616023888998e-19,0
1.0772232710718117e-18,0
1.830062477731817e-16,0
9.489450150927254e-16,0
3.71409690153893e-19,0
8.870559372329342e-13,0
2.4252617833538735e-17,0
1.147421262632749e-14,0
5.985265840779304e-15,0
1.6665832638183997e-17,0
3.5819822855017276e-17,0
7.853991135164296e-18,0
6.437517075610208e-17,0
1.0297635556297686e-19,0
1.5814890803215424e-17,0
7.54507755556255e-20,0
9.619209629938796e-19,0
3.830249400099519e-18,0
4.2036865370519515e-21,0
5.056272006000918e-18,0
3.3714274222460837e-17,0
4.873387883967012e-15,0
2.6512827438441737e-16,0
3.913866477076041e-18,0
4.969142836205369e-17,0
1.0348230378230827e-15,0
1.4987726449499313e-11,0
3.200768252815581e-17,0
6.678104376287633e-20,0
2.406189484443277e-17,0
5.466589482426174e-19,0
2.4095855526491857e-21,0
6.570632574898812e-16,0
5.244374606911395e-14,0
9.61914935186286e-15,0
8.245860744621028e-20,0
2.6369365769932096e-21,0
6.361441345895624e-18,0
4.771580345142534e-18,0
3.8395823725987526e-20,0
6.035289871321623e-17,0
1.8926370930873e-16,0
1.990289162616465e-16,0
2.800865024580599e-18,0
2.332919819330193e-19,0
5.2456884640886727e-20,0
8.914218080940705e-19,0
6.707809761790965e-17,0
1.3624111426452238e-14,0
1.2329924788545454e-13,0
1.5569286028092817e-20,0
1.413758613564352e-17,0
2.6748251724898815e-19,0
3.7529799914399e-16,0
1.7209589495319226e-19,0
1.1902586292334006e-18,0
